주차장관리번호,주차장명,주차장구분,주차장유형,소재지지번주소,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,주차기본시간,주차기본요금,추가단위시간,추가단위요금,관리기관명
139-2-000004,장림 노외 공영주차장,공영,노외,부산광역시 사하구 장림동 328-4,53,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000003,신평장림산업단지 공영주차장,공영,노외,부산광역시 사하구 신평동 545-2,140,0:00,23:59,0:00,23:59,0:00,23:59,10,200,,,부산광역시 사하구청
139-2-000002,을숙도 공영주차장,공영,노외,부산광역시 사하구 하단동 1149-5,340,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
139-2-000001,동주마루 공영주차장,공영,노외,부산광역시 사하구 괴정동 380-36,48,0:00,23:59,0:00,23:59,0:00,23:59,10,100,,,부산광역시 사하구청
130-1-000001,중앙동 교보생명 옆 공영주차장,공영,노상,부산광역시 중구 중앙동4가 85-1,40,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-1-000002,중부소방서 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동4가 82-1,41,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-1-000003,중앙동 객화차담 밑 공영주차장,공영,노상,부산광역시 중구 중앙동4가 90-1,68,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-1-000004,중앙동 마린센터 공영주차장,공영,노상,부산광역시 중구 중앙동4가 75-1,45,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-1-000005,중앙동 KT 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동4가 76-7,56,9:00,20:00,0:00,0:00,9:30,0:00,10,500,10,500,부산광역시중구청
130-1-000006,부산데파트 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동2가 49-31,74,9:00,20:00,9:00,20:00,9:00,20:00,10,500,10,500,부산광역시중구청
130-1-000007,부산우체국 뒤 공영주차장,공영,노상,부산광역시 중구 중앙동4가 63-1,42,9:00,20:00,9:00,20:00,9:00,20:00,10,500,10,500,부산광역시중구청
130-1-000008,국제회관 옆 공영주차장,공영,노상,부산광역시 중구 중앙동6가 79-9,23,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-1-000009,유창빌딩 앞 공영주차장,공영,노상,부산광역시 중구 중앙동4가 25-2,20,9:00,20:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-1-000010,신한은행부산금융센터 뒤 공영주차장,공영,노상,부산광역시 중구 동광동1가 2,13,9:00,20:00,0:00,0:00,9:30,0:00,10,500,10,500,부산광역시중구청
130-1-000012,국제시장로 1구간 공영주차장,공영,노상,부산광역시 중구 신창동4가 60-3,29,10:00,21:00,10:00,21:00,10:00,21:00,10,700,10,500,부산광역시중구청
130-1-000013,광복로 부평동구간 공영주차장,공영,노상,부산광역시 중구 부평동1가 35-11,17,10:00,21:00,10:00,21:00,10:00,21:00,10,700,10,500,부산광역시중구청
130-1-000014,보수복개천 공영주차장,공영,노상,부산광역시 중구 부평동3가 58-3,24,9:00,20:00,0:00,0:00,0:00,0:00,10,300,10,300,부산광역시중구청
130-1-000015,자갈치시장 앞 공영주차장,공영,노상,부산광역시 중구 남포동4가 37-1,30,10:00,21:00,10:00,21:00,10:00,21:00,10,700,10,700,부산광역시중구청
130-1-000016,건어물시장 공영주차장,공영,노상,부산광역시 중구 남포동4가 44-10,8,8:00,19:00,8:00,19:00,8:00,19:00,10,700,10,700,부산광역시중구청
130-2-000001,중앙동 공영주차장,공영,노외,부산광역시 중구 중앙동4가 52-3,29,0:00,0:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-2-000002,영주 공영주차장,공영,노외,부산광역시 중구 영주동 462-51,43,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10,100,부산광역시중구청
130-2-000003,용두산 공영주차장,공영,노외,부산광역시 중구 대청동1가 43-1,292,0:00,0:00,0:00,0:00,0:00,0:00,10,500,10,500,부산광역시중구청
130-2-000004,보수 공영주차장,공영,노외,부산광역시 중구 보수동1가 146-18,34,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10,100,부산광역시중구청
130-2-000005,보수종합시장 공영주차장,공영,노외,부산광역시 중구 보수동3가 45,10,0:00,0:00,0:00,0:00,9:30,0:00,10,300,10,300,부산광역시중구청
130-2-000006,대청 공영주차장,공영,노외,부산광역시 중구 대청동4가 2-119,78,0:00,0:00,0:00,0:00,0:00,0:00,10,100,10,100,부산광역시중구청
130-2-000007,부평 공영주차장,공영,노외,부산광역시 중구 부평동2가 18-2,85,0:00,0:00,0:00,0:00,0:00,0:00,10,700,10,700,부산광역시중구청
130-2-000008,신창 공영주차장,공영,노외,부산광역시 중구 신창동3가 39,44,0:00,0:00,0:00,0:00,0:00,0:00,10,700,10,700,부산광역시중구청
130-2-000009,자갈치 공영주차장,공영,노외,부산광역시 중구 남포동6가 118,149,0:00,0:00,0:00,0:00,0:00,0:00,10,700,10,700,부산광역시중구청
133-1-000001,토토볼링장앞,공영,노상,부산광역시 영도구 대평동1가 162-1,24,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10,300,부산광역시 영도구청
133-1-000002,선용품유통센터앞,공영,노상,부산광역시 영도구 남항동2가 273-1,26,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10,300,부산광역시 영도구청
133-1-000003,남항방파제,공영,노상,부산광역시 영도구 남항동3가 141-37,123,8:00,20:00,8:00,20:00,8:00,20:00,10,200,10,200,부산광역시 영도구청
133-1-000004,절영해안산책로앞,공영,노상,부산광역시 영도구 영선동4가 186-101,122,8:00,20:00,8:00,20:00,8:00,20:00,10,200,10,200,부산광역시 영도구청
133-1-000005,봉래동물양장,공영,노상,부산광역시 영도구 봉래동1가 1,48,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10,300,부산광역시 영도구청
133-1-000006,인제병원앞,공영,노상,부산광역시 영도구 봉래동1가 208-1,25,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10,300,부산광역시 영도구청
133-1-000008,해양로변,공영,노상,부산광역시 영도구 청학동 1-54,24,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10,100,부산광역시 영도구청
133-1-000009,태종보세장치장옆,공영,노상,부산광역시 영도구 청학동 1-49,56,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10,100,부산광역시 영도구청
133-1-000010,하늘전망대앞,공영,노상,부산광역시 영도구 동삼동 산149-4,28,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10,100,부산광역시 영도구청
133-1-000011,하수종말처리장옆,공영,노상,부산광역시 영도구 동삼동 201-59,66,8:00,20:00,8:00,20:00,8:00,20:00,10,300,10,300,부산광역시 영도구청
133-1-000027,75광장앞,공영,노상,부산광역시 영도구 동삼동 628-1,19,8:00,20:00,8:00,20:00,8:00,20:00,10,100,10,100,부산광역시 영도구청
133-2-000012,남항시장,공영,노외,부산광역시 영도구 남항동2가 267,66,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10,300,부산광역시 영도구청
133-2-000013,신선하나,공영,노외,부산광역시 영도구 신선동1가 196-5,42,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000014,신선동,공영,노외,부산광역시 영도구 신선동2가 136-1,25,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000015,봉래시장,공영,노외,부산광역시 영도구 봉래동3가 22-2,23,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10,300,부산광역시 영도구청
133-2-000016,유정아파트,공영,노외,부산광역시 영도구 봉래동5가 122-37,20,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000017,청학시장,공영,노외,부산광역시 영도구 청학동 307-19,26,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000018,청학하나,공영,노외,부산광역시 영도구 청학동 391-98,57,0:00,23:59,0:00,23:59,0:00,23:59,10,300,10,300,부산광역시 영도구청
133-2-000019,청학초등학교,공영,노외,부산광역시 영도구 청학동 412-3,105,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000020,청학1동,공영,노외,부산광역시 영도구 청학동 418-5,40,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000021,해돋이마을,공영,노외,부산광역시 영도구 청학동 468-57,22,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000022,청학2동,공영,노외,부산광역시 영도구 청학동 99-229,53,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000023,청학동로,공영,노외,부산광역시 영도구 청학동 120-8,22,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000024,청학스카이웨이,공영,노외,부산광역시 영도구 동삼동 328-22,45,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000025,영도중학교옆,공영,노외,부산광역시 영도구 동삼동 328-22,20,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000026,영도해녀문화전시관,공영,노외,부산광역시 영도구 동삼동 639-7,28,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
133-2-000027,신선스카이웨이,공영,노외,부산광역시 영도구 신선동2가 141-84,49,0:00,23:59,0:00,23:59,0:00,23:59,10,100,10,100,부산광역시 영도구청
306-2-000059,하가지구 리드빌딩,공영,노외,전라북도 전주시 덕진구 덕진동2가 694-1,23,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000067,하가지구 풍경안경원 옆,공영,노외,전라북도 전주시 덕진구 덕진동2가 677-6,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000060,하가지구 소소빌딩뒤,공영,노외,전라북도 전주시 덕진구 덕진동2가 654-8,26,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000066,하가지구 초담불고기 뒤,공영,노외,전라북도 전주시 덕진구 덕진동2가 663-1,29,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000065,하가지구 하가홈마트 뒤,공영,노외,전라북도 전주시 덕진구 덕진동2가 673-3,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-3-000010,실내체육관,공영,부설,전라북도 전주시 덕진구 덕진동1가 664-14,158,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
306-3-000076,덕진공원,공영,부설,전라북도 전주시 덕진구 덕진동1가 1316-2,70,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000026,무진장방면 만남의광장,공영,노외,전라북도 전주시 덕진구 산정동 325-9,69,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-3-000073,월드컵경기장,공영,부설,전라북도 전주시 덕진구 반월동 763-1,4181,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-3-000009,종합경기장,공영,부설,,638,7:00,23:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
306-2-000015,가련산,공영,노외,전라북도 전주시 덕진구 덕진동2가 224-3,41,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000002,덕진광장,공영,노외,전라북도 전주시 덕진구 덕진동1가 1278-1,33,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
306-2-000062,송천2동 주민자치센터,공영,노외,전라북도 전주시 덕진구 송천동1가 830-1,17,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000064,송천2동공원,공영,노외,전라북도 전주시 덕진구 송천동1가 816-2,13,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000031,인후2동금평,공영,노외,전라북도 전주시 덕진구 인후동2가 1537-2,26,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000022,아중지구 아중도서관,공영,노외,전라북도 전주시 덕진구 인후동1가 907-2,62,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000032,인후2동건지,공영,노외,전라북도 전주시 덕진구 인후동2가 1559-16,26,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000027,군산방면 만남의광장,공영,노외,전라북도 전주시 덕진구 용정동 50-1,52,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000053,우아2동 아중택지개발지구,공영,노외,전라북도 전주시 덕진구 산정동 862,69,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000011,동물원,공영,노외,전라북도 전주시 덕진구 덕진동1가 72,840,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,25,전라북도 전주시 전주시설관리공단
306-2-000061,송천1동 송천도서관,공영,노외,전라북도 전주시 덕진구 송천동2가 292,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000063,송천2동 용소초교,공영,노외,전라북도 전주시 덕진구 송천동1가 844-9,17,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000003,건산천1,공영,노외,전라북도 전주시 덕진구 진북동 434-34,77,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
306-2-000069,인후공원,공영,노외,전라북도 전주시 덕진구 우아동3가 산111-3,64,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000068,하가지구 나그네교회 앞,공영,노외,,29,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000072,송천2동 시영아파트 옆,공영,노외,전라북도 전주시 덕진구 송천동2가 1257,156,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000024,호성동 만남의광장,공영,노외,전라북도 전주시 덕진구 호성동2가 631-12,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000020,아중지구 부영APT옆,공영,노외,전라북도 전주시 덕진구 우아동1가 1098-9,88,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000019,아중지구 롯데APT옆,공영,노외,전라북도 전주시 덕진구 우아동2가 889,70,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000021,아중지구 밀레니엄 옆,공영,노외,전라북도 전주시 덕진구 우아동2가 920-1,73,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000028,인후3동 진버들,공영,노외,전라북도 전주시 덕진구 인후동1가 807-6,88,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
306-2-000004,건산천2,공영,노외,전라북도 전주시 덕진구 금암동 456-12,68,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
306-2-000030,인후1동안골,공영,노외,전라북도 전주시 덕진구 인후동1가 781-7,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000018,신일강변APT옆,공영,노외,전라북도 전주시 완산구 삼천동1가 723-4,46,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000070,서신동 에덴교회,공영,노외,전라북도 전주시 완산구 서신동 944-2,29,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000033,남노송동 병무청,공영,노외,,20,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000012,한옥마을1,공영,노외,전라북도 전주시 완산구 남노송동 100-1,293,0:00,0:00,0:00,0:00,0:00,0:00,30,1000,15,500,전라북도 전주시 전주시설관리공단
305-1-000008,한옥마을노상,공영,노상,,131,0:00,0:00,0:00,0:00,0:00,0:00,30,1000,15,500,전라북도 전주시 전주시설관리공단
305-2-000009,노송천,공영,노외,,70,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000049,서부신시가지 전주대신정문,공영,노외,전라북도 전주시 완산구 효자동3가 1712-10,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000007,서신동,공영,노외,전라북도 전주시 완산구 서신동 795,131,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
305-2-000038,서부신시가지 KT&G옆,공영,노외,전라북도 전주시 완산구 효자동3가 1647-10,20,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000051,서부신시가지 전북경찰청옆,공영,노외,전라북도 전주시 완산구 효자동3가 1632-1,33,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000035,서부신시가지 마전,공영,노외,전라북도 전주시 완산구 효자동3가 1610-8,42,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000039,서부신시가지 보훈청,공영,노외,전라북도 전주시 완산구 효자동2가 1243-1,42,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000040,서부신시가지 신한은행,공영,노외,전라북도 전주시 완산구 효자동2가 1229-2,32,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000048,서부신시가지 예다움원룸,공영,노외,전라북도 전주시 완산구 효자동3가 1666-6,29,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000016,근영여고 앞,공영,노외,전라북도 전주시 완산구 중화산동2가 651-6,45,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-3-000074,화산체육관,공영,부설,,343,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000044,서부신시가지 엘드@,공영,노외,전라북도 전주시 완산구 효자동2가 1165-3,24,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000045,서부신시가지 전주대원룸옆,공영,노외,전라북도 전주시 완산구 효자동3가 1725-1,17,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000023,색장동 만남의광장,공영,노외,전라북도 전주시 완산구 색장동 583-14,62,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000017,이중본 뒤,공영,노외,전라북도 전주시 완산구 중화산동2가 644-3,33,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000005,삼천2동,공영,노외,전라북도 전주시 완산구 삼천동1가 632-5,194,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
305-2-000056,서신동 서신지구대,공영,노외,전라북도 전주시 완산구 서신동 940-2,28,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000050,서부신시가지 KBS옆,공영,노외,전라북도 전주시 완산구 효자동3가 1698-2,33,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000006,중화산2동,공영,노외,전라북도 전주시 완산구 중화산동2가 486-2,75,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
305-3-000075,완산수영장,공영,부설,전라북도 전주시 완산구 효자동2가 235-1,210,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-3-000013,한옥마을2,공영,부설,전라북도 전주시 완산구 풍남동2가 44-1,173,0:00,0:00,0:00,0:00,0:00,0:00,30,1000,15,500,전라북도 전주시 전주시설관리공단
305-2-000057,고사동 전주영화제작소,공영,노외,전라북도 전주시 완산구 고사동 435-2,14,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000014,모악산,공영,노외,전라북도 전주시 완산구 중인동 1318-3,56,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000052,서부신시가지 여명교회뒤,공영,노외,전라북도 전주시 완산구 효자동3가 1675-2,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000029,태평동,공영,노외,전라북도 전주시 완산구 태평동 209-1,24,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000001,오거리,공영,노외,전라북도 전주시 완산구 고사동 11-8,183,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000058,서서학동 주민자치센터,공영,노외,전라북도 전주시 완산구 서서학동 121-1,16,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000006,서부신시가지 KB은행,공영,노외,전라북도 전주시 완산구 효자동2가 1156-1,60,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000005,서부신시가지 시티병원,공영,노외,전라북도 전주시 완산구 효자동3가 1543-4,50,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000040,홍산라이브광장,공영,노외,전라북도 전주시 완산구 효자동3가 1533-13,120,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000041,전주비보이광장,공영,노외,전라북도 전주시 완산구 효자동3가 1538-9,124,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000042,서부신시가지 롯데마트뒤,공영,노외,전라북도 전주시 완산구 효자동2가 1237-4,42,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000007,서부신시가지농협중앙회,공영,노외,전라북도 전주시 완산구 효자동3가 1529-13,52,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000008,서부신시가지 도청옆,공영,노외,전라북도 전주시 완산구 효자동3가 1530-7,46,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
305-2-000047,서부신시가지 서곡방면,공영,노외,전라북도 전주시 완산구 효자동3가 1589-6,27,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000055,정읍.고창방면 만남의광장,공영,노외,,84,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000020,남노송동,공영,노외,전라북도 전주시 완산구 남노송동 519-64,25,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000026,서부신시가지 도청사거리,공영,노외,전라북도 전주시 완산구 효자동3가 1696-8,20,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000030,서부신시가지 봉곡,공영,노외,전라북도 전주시 완산구 효자동2가 1251-1,30,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000066,평화2동주차장,공영,노외,전라북도 전주시 완산구 평화동1가 718-2,17,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000073,한옥마을대성주차장,공영,노외,전라북도 전주시 완산구 대성동 381-5,636,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라북도 전주시 전주시설관리공단
305-2-000076,한옥마을3,공영,노외,,72,0:00,0:00,0:00,0:00,0:00,0:00,30,1000,15,500,전라북도 전주시 전주시설관리공단
305-2-000009,객리단길,공영,노외,,44,0:00,0:00,0:00,0:00,0:00,0:00,30,500,15,250,전라북도 전주시 전주시설관리공단
306-2-000077,만성지구,공영,노외,전주시 완산구 만성동 1372-7,66,0:00,0:00,0:00,0:00,0:00,0:00,30,600,15,300,전라북도 전주시 전주시설관리공단
324-1-000001,남교로가변차로노상공영,공영,노상,전라남도 목포시 남교동 157-10,45,9:00,19:00,9:00,19:00,9:00,18:00,60,0,30,500,전라남도 목포시청
324-1-000002,용호노상공영,공영,노상,전라남도 목포시 용당동 1123,54,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-1-000003,세무서노상공영,공영,노상,,35,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-1-000004,상동노상공영,공영,노상,전라남도 목포시 상동 193-13,40,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-1-000005,북항차관주택노상,공영,노상,전라남도 목포시 산정동 1706,51,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-2-000001,호남공영,공영,노외,전라남도 목포시 호남동 1-864,96,0:00,0:00,0:00,0:00,0:00,0:00,60,0,30,500,전라남도 목포시청
324-2-000002,중앙공영,공영,노외,전라남도 목포시 호남동 9-1,53,9:00,19:00,9:00,19:00,9:00,18:00,60,0,30,500,전라남도 목포시청
324-2-000003,버스공영,공영,노외,전라남도 목포시 항동 6-33,20,6:00,16:00,6:00,16:00,6:00,16:00,60,600,30,600,전라남도 목포시청
324-2-000004,원형1공영,공영,노외,전라남도 목포시 상동 1133,104,9:00,19:00,9:00,19:00,9:00,18:00,60,0,30,500,전라남도 목포시청
324-2-000005,원형2공영,공영,노외,전라남도 목포시 상동 1130,101,9:00,19:00,9:00,19:00,9:00,18:00,60,0,30,500,전라남도 목포시청
324-2-000006,동아공영,공영,노외,전라남도 목포시 상동 868-5,52,8:00,20:00,8:00,20:00,8:00,20:00,60,0,30,500,전라남도 목포시청
324-2-000007,남교공영,공영,노외,전라남도 목포시 남교동 57,62,9:00,19:00,9:00,19:00,9:00,18:00,60,0,30,500,전라남도 목포시청
324-2-000008,죽동1공영,공영,노외,전라남도 목포시 죽동 51,79,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-2-000009,죽동2공영,공영,노외,전라남도 목포시 죽동 217,27,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-2-000010,오거리문화센터공영,공영,노외,전라남도 목포시 무안동 3-7,33,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
324-2-000011,동부시장공영,공영,노외,전라남도 목포시 용당동 1053,121,9:00,19:00,9:00,19:00,9:00,18:00,60,0,30,500,전라남도 목포시청
324-2-000012,종합수산시장공영,공영,노외,전라남도 목포시 광동1가 2,64,0:00,0:00,0:00,0:00,0:00,0:00,0,0,,,전라남도 목포시청
